city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_type,last_new_job,training_hours,target,company_size_grouped
0.624,Unknown,No relevent experience,no_enrollment,Graduate,0.0,Pvt Ltd,never,157,0.0,Large
0.887,Male,No relevent experience,Full time course,Graduate,14.0,Unknown,never,35,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,3,250,0.0,Medium
0.698,Male,Has relevent experience,no_enrollment,Masters,21.0,Public Sector,never,55,0.0,Small
0.754,Male,Has relevent experience,no_enrollment,Masters,16.0,Pvt Ltd,1,12,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Funded Startup,1,18,0.0,Medium
0.926,Unknown,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,98,0.0,Large
0.92,Male,No relevent experience,no_enrollment,Graduate,7.0,Funded Startup,1,167,0.0,Medium
0.924,Male,Has relevent experience,no_enrollment,Graduate,9.0,Public Sector,2,45,0.0,Large
0.698,Male,Has relevent experience,no_enrollment,High School,12.0,Pvt Ltd,1,2,0.0,Medium
0.915,Unknown,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,22,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,290,1.0,Medium
0.91,Male,No relevent experience,no_enrollment,Graduate,1.0,Unknown,1,106,0.0,Unknown
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,90,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,1,22,0.0,Large
0.92,Female,Has relevent experience,no_enrollment,Masters,5.0,Public Sector,3,107,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,3,3,0.0,Unknown
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,>4,17,0.0,Medium
0.924,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,57,0.0,Large
0.624,Male,No relevent experience,Full time course,Graduate,10.0,Unknown,never,106,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,>4,7,0.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,5.0,Public Sector,1,30,0.0,Large
0.939,Unknown,Has relevent experience,no_enrollment,Masters,4.0,Pvt Ltd,1,38,0.0,Small
0.742,Male,Has relevent experience,no_enrollment,Graduate,18.0,Early Stage Startup,1,38,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,NGO,>4,11,0.0,Large
0.698,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,30,0.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,100,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,>4,3,0.0,Large
0.893,Male,Has relevent experience,Part time course,High School,16.0,Pvt Ltd,4,26,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Masters,7.0,Pvt Ltd,3,21,0.0,Large
0.92,Female,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,2,18,0.0,Large
0.887,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,3,0.0,Medium
0.804,Unknown,Has relevent experience,no_enrollment,Masters,13.0,Pvt Ltd,1,107,0.0,Large
0.91,Male,Has relevent experience,Full time course,Graduate,8.0,Unknown,3,17,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,1,180,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Masters,5.0,Early Stage Startup,2,25,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,>4,110,0.0,Medium
0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,1,9,0.0,Medium
0.698,Unknown,Has relevent experience,no_enrollment,Phd,8.0,Early Stage Startup,never,210,0.0,Small
0.92,Unknown,No relevent experience,Full time course,Graduate,6.0,Unknown,1,204,1.0,Unknown
0.804,Male,No relevent experience,Full time course,Masters,1.0,Public Sector,1,45,0.0,Medium
0.624,Female,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,1,51,1.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Public Sector,>4,26,0.0,Large
0.926,Unknown,Has relevent experience,no_enrollment,High School,7.0,Pvt Ltd,4,19,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,314,1.0,Unknown
0.924,Male,No relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,1,26,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,>4,48,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,19,0.0,Medium
0.92,Male,No relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,3,22,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,10.0,Unknown,2,61,0.0,Large
0.8270000000000001,Female,No relevent experience,no_enrollment,Graduate,18.0,Unknown,>4,12,0.0,Unknown
0.743,Male,Has relevent experience,no_enrollment,Masters,7.0,Funded Startup,1,61,1.0,Small
0.92,Unknown,No relevent experience,no_enrollment,Masters,21.0,Public Sector,2,11,1.0,Large
0.855,Unknown,Has relevent experience,Full time course,High School,3.0,Pvt Ltd,1,163,0.0,Medium
0.855,Female,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,30,0.0,Unknown
0.924,Male,No relevent experience,Full time course,High School,7.0,Unknown,4,148,1.0,Unknown
0.579,Unknown,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,3,26,1.0,Small
0.925,Unknown,No relevent experience,no_enrollment,High School,0.0,Pvt Ltd,never,72,0.0,Unknown
0.847,Unknown,No relevent experience,Full time course,Primary School,19.0,Pvt Ltd,never,15,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,13.0,Pvt Ltd,>4,8,0.0,Large
0.884,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,4,25,0.0,Medium
0.8959999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,13.0,Pvt Ltd,>4,12,0.0,Medium
0.794,Female,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,2,84,0.0,Medium
0.92,Female,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,100,0.0,Medium
0.915,Unknown,No relevent experience,Full time course,Graduate,5.0,Unknown,1,18,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,>4,48,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,126,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,NGO,>4,110,0.0,Large
0.843,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,>4,24,0.0,Medium
0.924,Male,Has relevent experience,no_enrollment,Graduate,7.0,NGO,>4,23,0.0,Small
0.682,Unknown,No relevent experience,Full time course,Graduate,3.0,NGO,1,28,1.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,1,122,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,11,0.0,Large
0.926,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,45,0.0,Medium
0.939,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,7,0.0,Medium
0.878,Male,Has relevent experience,no_enrollment,Graduate,19.0,Pvt Ltd,1,17,0.0,Medium
0.698,Male,Has relevent experience,no_enrollment,Phd,21.0,Unknown,4,20,0.0,Unknown
0.804,Unknown,Has relevent experience,no_enrollment,Graduate,7.0,Early Stage Startup,1,35,0.0,Small
0.884,Male,Has relevent experience,no_enrollment,Masters,11.0,Funded Startup,1,22,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,>4,25,1.0,Medium
0.802,Unknown,Has relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,1,102,0.0,Large
0.92,Male,No relevent experience,no_enrollment,Graduate,3.0,Unknown,1,184,1.0,Unknown
0.91,Unknown,Has relevent experience,no_enrollment,Graduate,14.0,Unknown,1,51,0.0,Unknown
0.698,Unknown,No relevent experience,Full time course,Graduate,4.0,Public Sector,never,272,0.0,Small
0.682,Male,No relevent experience,Part time course,Graduate,6.0,Public Sector,1,110,0.0,Medium
0.92,Male,No relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,>4,18,1.0,Small
0.92,Male,Has relevent experience,no_enrollment,Unknown,21.0,Pvt Ltd,1,6,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,2,29,0.0,Medium
0.794,Male,Has relevent experience,no_enrollment,Graduate,13.0,Pvt Ltd,1,29,0.0,Small
0.895,Male,No relevent experience,Full time course,Graduate,7.0,Funded Startup,4,22,0.0,Small
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,never,34,0.0,Large
0.804,Male,Has relevent experience,no_enrollment,Graduate,14.0,Unknown,1,21,0.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,198,1.0,Unknown
0.802,Male,Has relevent experience,no_enrollment,Masters,4.0,Pvt Ltd,1,26,0.0,Medium
0.55,Unknown,Has relevent experience,Full time course,High School,3.0,Unknown,1,268,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,4,8,0.0,Large
0.92,Other,Has relevent experience,Full time course,Masters,6.0,Pvt Ltd,1,21,0.0,Small
0.949,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,1,116,0.0,Small
0.91,Male,Has relevent experience,no_enrollment,Masters,7.0,Pvt Ltd,1,52,0.0,Medium
0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,7.0,Funded Startup,2,30,0.0,Small
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,2,8,0.0,Medium
0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,12.0,Early Stage Startup,1,84,0.0,Small
0.624,Unknown,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,3,18,0.0,Large
0.926,Male,Has relevent experience,no_enrollment,Masters,17.0,Pvt Ltd,3,59,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Masters,15.0,Pvt Ltd,1,112,0.0,Large
0.624,Male,No relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,49,1.0,Large
0.923,Male,Has relevent experience,no_enrollment,Primary School,10.0,Unknown,>4,23,0.0,Unknown
0.802,Male,Has relevent experience,no_enrollment,Graduate,11.0,Pvt Ltd,2,70,0.0,Large
0.897,Male,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,2,9,0.0,Medium
0.563,Male,No relevent experience,Full time course,Graduate,5.0,Pvt Ltd,2,100,1.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,NGO,1,5,0.0,Medium
0.878,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,19,1.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,2,20,0.0,Large
0.915,Female,Has relevent experience,no_enrollment,Masters,20.0,Pvt Ltd,>4,19,0.0,Medium
0.92,Male,No relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,3,30,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,20,0.0,Small
0.624,Unknown,Has relevent experience,Full time course,Graduate,6.0,Pvt Ltd,1,26,0.0,Small
0.624,Male,No relevent experience,Full time course,High School,1.0,Pvt Ltd,1,64,0.0,Small
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,61,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Masters,14.0,Unknown,1,9,0.0,Unknown
0.893,Male,No relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,78,0.0,Unknown
0.91,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,87,0.0,Large
0.91,Male,Has relevent experience,no_enrollment,Masters,18.0,Pvt Ltd,2,17,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Funded Startup,1,76,0.0,Medium
0.698,Male,Has relevent experience,no_enrollment,Graduate,21.0,Public Sector,3,24,0.0,Medium
0.624,Male,No relevent experience,Full time course,Graduate,18.0,Unknown,never,72,1.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Graduate,20.0,Pvt Ltd,4,40,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,Masters,11.0,Pvt Ltd,1,51,0.0,Large
0.698,Unknown,No relevent experience,Part time course,Unknown,9.0,Unknown,2,250,0.0,Unknown
0.866,Male,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,66,0.0,Small
0.624,Unknown,No relevent experience,no_enrollment,Masters,10.0,Early Stage Startup,1,32,1.0,Medium
0.624,Male,Has relevent experience,Full time course,Graduate,5.0,Pvt Ltd,4,160,1.0,Large
0.92,Female,Has relevent experience,no_enrollment,Graduate,2.0,NGO,1,7,0.0,Medium
0.804,Male,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,1,25,1.0,Large
0.926,Unknown,Has relevent experience,no_enrollment,Masters,21.0,Pvt Ltd,3,78,0.0,Large
0.624,Male,No relevent experience,Full time course,High School,3.0,Unknown,never,62,0.0,Unknown
0.893,Male,Has relevent experience,no_enrollment,Masters,16.0,Pvt Ltd,1,37,0.0,Medium
0.91,Male,No relevent experience,Full time course,Masters,1.0,Public Sector,1,46,0.0,Unknown
0.913,Male,Has relevent experience,no_enrollment,Masters,9.0,Pvt Ltd,1,17,0.0,Medium
0.895,Male,Has relevent experience,no_enrollment,Masters,19.0,Pvt Ltd,2,14,0.0,Medium
0.899,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,1,154,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Masters,21.0,Public Sector,>4,20,0.0,Large
0.624,Unknown,No relevent experience,Full time course,Masters,3.0,Pvt Ltd,never,30,0.0,Unknown
0.647,Male,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,1,54,0.0,Medium
0.91,Other,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,>4,96,0.0,Large
0.893,Male,Has relevent experience,no_enrollment,Graduate,14.0,Pvt Ltd,1,13,0.0,Medium
0.698,Male,Has relevent experience,no_enrollment,Graduate,20.0,Funded Startup,>4,106,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,10.0,Funded Startup,1,316,1.0,Medium
0.897,Male,No relevent experience,Full time course,Masters,4.0,Funded Startup,1,11,0.0,Medium
0.899,Male,Has relevent experience,Part time course,Graduate,4.0,Pvt Ltd,1,92,0.0,Small
0.92,Female,Has relevent experience,no_enrollment,Graduate,12.0,Pvt Ltd,>4,40,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,4,0.0,Medium
0.91,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,1,86,0.0,Large
0.887,Male,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,65,0.0,Medium
0.924,Male,Has relevent experience,no_enrollment,Masters,21.0,NGO,1,12,0.0,Medium
0.926,Male,Has relevent experience,no_enrollment,Graduate,13.0,Pvt Ltd,>4,52,0.0,Medium
0.836,Male,Has relevent experience,no_enrollment,Masters,21.0,Unknown,3,48,0.0,Unknown
0.579,Unknown,Has relevent experience,no_enrollment,Graduate,7.0,Public Sector,3,10,0.0,Medium
0.91,Unknown,No relevent experience,Full time course,High School,7.0,Pvt Ltd,never,33,0.0,Unknown
0.866,Unknown,Has relevent experience,no_enrollment,Masters,6.0,Pvt Ltd,2,44,0.0,Medium
0.4479999999999999,Unknown,No relevent experience,Part time course,Masters,2.0,NGO,1,23,1.0,Small
0.624,Unknown,Has relevent experience,Full time course,Graduate,0.0,NGO,>4,18,1.0,Small
0.924,Male,Has relevent experience,no_enrollment,Graduate,6.0,Pvt Ltd,2,100,0.0,Large
0.91,Male,No relevent experience,no_enrollment,Graduate,4.0,Unknown,1,126,1.0,Small
0.887,Male,Has relevent experience,Unknown,Unknown,17.0,Pvt Ltd,1,45,1.0,Large
0.893,Male,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,1,127,0.0,Medium
0.91,Unknown,Has relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,8,0.0,Large
0.92,Male,Has relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,24,0.0,Large
0.624,Unknown,Has relevent experience,no_enrollment,High School,9.0,Pvt Ltd,>4,6,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,42,1.0,Unknown
0.804,Male,Has relevent experience,no_enrollment,Masters,15.0,Pvt Ltd,3,22,0.0,Large
0.624,Unknown,No relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,39,0.0,Medium
0.804,Unknown,No relevent experience,Full time course,Graduate,7.0,Unknown,never,11,1.0,Unknown
0.92,Male,No relevent experience,no_enrollment,Graduate,1.0,Unknown,1,39,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,18.0,NGO,4,157,0.0,Medium
0.624,Male,No relevent experience,Full time course,High School,1.0,Unknown,never,9,1.0,Unknown
0.624,Male,Has relevent experience,no_enrollment,Masters,5.0,Pvt Ltd,2,46,1.0,Medium
0.903,Female,Has relevent experience,no_enrollment,Masters,7.0,Unknown,1,96,1.0,Large
0.624,Female,No relevent experience,no_enrollment,Graduate,1.0,Unknown,1,78,1.0,Unknown
0.884,Male,Has relevent experience,no_enrollment,Graduate,15.0,Pvt Ltd,1,82,0.0,Large
0.624,Male,Has relevent experience,Full time course,Graduate,11.0,Pvt Ltd,3,34,0.0,Large
0.89,Unknown,No relevent experience,Full time course,Graduate,4.0,Unknown,2,86,1.0,Unknown
0.92,Unknown,Has relevent experience,no_enrollment,Masters,21.0,NGO,4,22,0.0,Medium
0.92,Male,Has relevent experience,no_enrollment,Graduate,7.0,Pvt Ltd,4,73,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Masters,8.0,Pvt Ltd,>4,100,0.0,Medium
0.84,Male,Has relevent experience,no_enrollment,Masters,4.0,Pvt Ltd,1,6,1.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Unknown,4.0,Early Stage Startup,3,84,0.0,Medium
0.92,Male,Has relevent experience,Part time course,Graduate,19.0,Funded Startup,1,7,1.0,Medium
0.855,Unknown,No relevent experience,no_enrollment,Masters,14.0,Pvt Ltd,2,84,1.0,Medium
0.624,Unknown,Has relevent experience,Part time course,Graduate,5.0,Pvt Ltd,never,55,0.0,Large
0.92,Male,No relevent experience,Full time course,Masters,4.0,Pvt Ltd,1,7,1.0,Medium
0.802,Unknown,Has relevent experience,no_enrollment,Graduate,8.0,Pvt Ltd,1,4,0.0,Large
0.91,Male,No relevent experience,no_enrollment,Graduate,3.0,Unknown,1,157,0.0,Large
0.899,Male,Has relevent experience,no_enrollment,Graduate,8.0,Funded Startup,1,61,0.0,Medium
0.939,Male,Has relevent experience,Full time course,Graduate,8.0,Public Sector,4,43,1.0,Large
0.92,Male,Has relevent experience,Part time course,Graduate,2.0,Pvt Ltd,1,332,0.0,Small
0.92,Female,Has relevent experience,no_enrollment,Graduate,4.0,Pvt Ltd,1,34,0.0,Small
0.624,Male,Has relevent experience,no_enrollment,High School,4.0,Unknown,never,68,1.0,Unknown
0.624,Male,No relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,never,24,1.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,7.0,Funded Startup,1,25,1.0,Large
0.893,Male,No relevent experience,no_enrollment,Graduate,1.0,Unknown,never,25,0.0,Unknown
0.887,Male,No relevent experience,Full time course,Graduate,6.0,Pvt Ltd,never,61,0.0,Unknown
0.878,Unknown,Has relevent experience,Full time course,Masters,21.0,Unknown,never,28,0.0,Unknown
0.899,Female,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,1,17,0.0,Medium
0.92,Unknown,Has relevent experience,no_enrollment,Graduate,6.0,Funded Startup,2,66,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Masters,12.0,Pvt Ltd,1,20,0.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,16.0,Pvt Ltd,>4,35,0.0,Small
0.91,Male,Has relevent experience,no_enrollment,Graduate,21.0,Pvt Ltd,4,66,0.0,Large
0.802,Male,Has relevent experience,Part time course,Graduate,6.0,Pvt Ltd,2,40,0.0,Large
0.92,Male,No relevent experience,no_enrollment,High School,4.0,Unknown,never,47,0.0,Unknown
0.926,Male,Has relevent experience,no_enrollment,Unknown,15.0,Unknown,>4,95,0.0,Medium
0.698,Unknown,No relevent experience,Full time course,High School,2.0,Unknown,never,6,0.0,Unknown
0.897,Male,No relevent experience,Full time course,Graduate,6.0,Unknown,1,10,1.0,Unknown
0.92,Female,Has relevent experience,no_enrollment,Graduate,10.0,Pvt Ltd,>4,124,0.0,Large
0.897,Male,No relevent experience,Full time course,Unknown,5.0,Unknown,1,210,0.0,Unknown
0.624,Male,Has relevent experience,Full time course,Graduate,3.0,Pvt Ltd,1,10,1.0,Small
0.91,Male,No relevent experience,Full time course,Graduate,5.0,Pvt Ltd,1,77,0.0,Large
0.624,Unknown,No relevent experience,no_enrollment,Graduate,5.0,Pvt Ltd,1,168,1.0,Small
0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,3.0,Pvt Ltd,1,9,0.0,Medium
0.624,Male,Has relevent experience,no_enrollment,Graduate,5.0,Unknown,1,88,1.0,Medium
0.91,Male,Has relevent experience,no_enrollment,Graduate,2.0,Pvt Ltd,1,56,0.0,Medium
0.7759999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,9.0,Pvt Ltd,1,155,0.0,Small
0.5579999999999999,Unknown,No relevent experience,no_enrollment,Masters,4.0,Unknown,1,46,1.0,Unknown
0.92,Male,Has relevent experience,no_enrollment,Graduate,21.0,Unknown,>4,32,1.0,Unknown
